epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
15,0.5109034180641174,9.999999747378752e-06,1.6018791198730469,0.9527272582054138,0.2058497667312622
16,0.7024922370910645,9.999999747378752e-06,0.9591275453567505,0.9490908980369568,0.19986844062805176
17,0.8138629198074341,9.999999747378752e-06,0.6534892320632935,0.9490908980369568,0.19778352975845337
18,0.8652647733688354,2.9999998787388904e-06,0.5177158117294312,0.9490908980369568,0.1940828412771225
19,0.8722741603851318,2.9999998787388904e-06,0.5080114603042603,0.9490908980369568,0.19163654744625092
20,0.8987538814544678,2.9999998787388904e-06,0.4523344933986664,0.9454545378684998,0.1909615397453308
